m,coco,coco_pct,country,place
1,1.0,0.271,italië,bardolino
1,2.0,0.129,italië,bardolino
1,3.0,0.266,italië,bardolino
1,4.0,0.015,italië,bardolino
1,5.0,0.22,italië,bardolino
1,7.0,0.05,italië,bardolino
1,8.0,0.033,italië,bardolino
1,9.0,0.015,italië,bardolino
1,12.0,0.0,italië,bardolino
1,14.0,0.0,italië,bardolino
1,15.0,0.0,italië,bardolino
1,17.0,0.0,italië,bardolino
1,18.0,0.0,italië,bardolino
1,25.0,0.0,italië,bardolino
1,26.0,0.0,italië,bardolino
1,27.0,0.0,italië,bardolino
2,1.0,0.332,italië,bardolino
2,2.0,0.127,italië,bardolino
2,3.0,0.204,italië,bardolino
2,4.0,0.018,italië,bardolino
2,5.0,0.227,italië,bardolino
2,7.0,0.046,italië,bardolino
2,8.0,0.024,italië,bardolino
2,9.0,0.019,italië,bardolino
2,12.0,0.0,italië,bardolino
2,14.0,0.0,italië,bardolino
2,15.0,0.0,italië,bardolino
2,17.0,0.003,italië,bardolino
2,18.0,0.0,italië,bardolino
2,25.0,0.0,italië,bardolino
2,26.0,0.0,italië,bardolino
2,27.0,0.0,italië,bardolino
3,1.0,0.348,italië,bardolino
3,2.0,0.206,italië,bardolino
3,3.0,0.237,italië,bardolino
3,4.0,0.011,italië,bardolino
3,5.0,0.09,italië,bardolino
3,7.0,0.055,italië,bardolino
3,8.0,0.027,italië,bardolino
3,9.0,0.012,italië,bardolino
3,12.0,0.001,italië,bardolino
3,14.0,0.003,italië,bardolino
3,15.0,0.002,italië,bardolino
3,17.0,0.005,italië,bardolino
3,18.0,0.001,italië,bardolino
3,25.0,0.001,italië,bardolino
3,26.0,0.0,italië,bardolino
3,27.0,0.001,italië,bardolino
4,1.0,0.304,italië,bardolino
4,2.0,0.234,italië,bardolino
4,3.0,0.285,italië,bardolino
4,4.0,0.017,italië,bardolino
4,5.0,0.028,italië,bardolino
4,7.0,0.071,italië,bardolino
4,8.0,0.034,italië,bardolino
4,9.0,0.018,italië,bardolino
4,12.0,0.0,italië,bardolino
4,14.0,0.0,italië,bardolino
4,15.0,0.0,italië,bardolino
4,17.0,0.005,italië,bardolino
4,18.0,0.001,italië,bardolino
4,25.0,0.001,italië,bardolino
4,26.0,0.0,italië,bardolino
4,27.0,0.001,italië,bardolino
5,1.0,0.146,italië,bardolino
5,2.0,0.325,italië,bardolino
5,3.0,0.306,italië,bardolino
5,4.0,0.009,italië,bardolino
5,5.0,0.019,italië,bardolino
5,7.0,0.095,italië,bardolino
5,8.0,0.044,italië,bardolino
5,9.0,0.027,italië,bardolino
5,12.0,0.0,italië,bardolino
5,14.0,0.0,italië,bardolino
5,15.0,0.0,italië,bardolino
5,17.0,0.01,italië,bardolino
5,18.0,0.005,italië,bardolino
5,25.0,0.011,italië,bardolino
5,26.0,0.0,italië,bardolino
5,27.0,0.003,italië,bardolino
6,1.0,0.337,italië,bardolino
6,2.0,0.305,italië,bardolino
6,3.0,0.233,italië,bardolino
6,4.0,0.001,italië,bardolino
6,5.0,0.012,italië,bardolino
6,7.0,0.035,italië,bardolino
6,8.0,0.02,italië,bardolino
6,9.0,0.019,italië,bardolino
6,12.0,0.0,italië,bardolino
6,14.0,0.0,italië,bardolino
6,15.0,0.0,italië,bardolino
6,17.0,0.014,italië,bardolino
6,18.0,0.008,italië,bardolino
6,25.0,0.013,italië,bardolino
6,26.0,0.0,italië,bardolino
6,27.0,0.002,italië,bardolino
7,1.0,0.383,italië,bardolino
7,2.0,0.353,italië,bardolino
7,3.0,0.164,italië,bardolino
7,4.0,0.002,italië,bardolino
7,5.0,0.006,italië,bardolino
7,7.0,0.022,italië,bardolino
7,8.0,0.01,italië,bardolino
7,9.0,0.011,italië,bardolino
7,12.0,0.0,italië,bardolino
7,14.0,0.0,italië,bardolino
7,15.0,0.0,italië,bardolino
7,17.0,0.013,italië,bardolino
7,18.0,0.012,italië,bardolino
7,25.0,0.018,italië,bardolino
7,26.0,0.001,italië,bardolino
7,27.0,0.004,italië,bardolino
8,1.0,0.397,italië,bardolino
8,2.0,0.341,italië,bardolino
8,3.0,0.169,italië,bardolino
8,4.0,0.001,italië,bardolino
8,5.0,0.006,italië,bardolino
8,7.0,0.023,italië,bardolino
8,8.0,0.014,italië,bardolino
8,9.0,0.011,italië,bardolino
8,12.0,0.0,italië,bardolino
8,14.0,0.0,italië,bardolino
8,15.0,0.0,italië,bardolino
8,17.0,0.011,italië,bardolino
8,18.0,0.008,italië,bardolino
8,25.0,0.017,italië,bardolino
8,26.0,0.001,italië,bardolino
8,27.0,0.001,italië,bardolino
9,1.0,0.352,italië,bardolino
9,2.0,0.287,italië,bardolino
9,3.0,0.228,italië,bardolino
9,4.0,0.004,italië,bardolino
9,5.0,0.027,italië,bardolino
9,7.0,0.034,italië,bardolino
9,8.0,0.021,italië,bardolino
9,9.0,0.02,italië,bardolino
9,12.0,0.0,italië,bardolino
9,14.0,0.0,italië,bardolino
9,15.0,0.0,italië,bardolino
9,17.0,0.011,italië,bardolino
9,18.0,0.005,italië,bardolino
9,25.0,0.012,italië,bardolino
9,26.0,0.0,italië,bardolino
9,27.0,0.0,italië,bardolino
10,1.0,0.231,italië,bardolino
10,2.0,0.208,italië,bardolino
10,3.0,0.282,italië,bardolino
10,4.0,0.018,italië,bardolino
10,5.0,0.124,italië,bardolino
