m,m3,tmin_med,tavg_med,tmax_med,wspd_med,rain_sum,rain_pct,prcp_sum
1,1,9.0,12.1,14.4,11.8,4.0,0.44,30.0
1,2,7.3,10.7,13.7,15.1,3.0,0.28,44.0
1,3,8.0,11.5,14.5,14.5,5.0,0.45,47.0
2,1,7.5,11.7,14.6,16.9,2.0,0.21,2.0
2,2,8.0,11.5,14.7,12.2,2.0,0.19,10.0
2,3,8.8,12.0,15.1,12.8,2.0,0.23,4.0
3,1,9.7,13.6,16.9,11.0,1.0,0.15,10.0
3,2,9.2,13.6,16.9,15.8,2.0,0.15,3.0
3,3,10.0,14.4,17.5,13.4,3.0,0.23,4.0
4,1,12.5,16.1,19.0,12.8,1.0,0.14,0.0
4,2,12.8,16.9,21.1,9.6,1.0,0.13,4.0
4,3,13.5,18.3,22.8,10.6,0.0,0.03,0.0
5,1,15.1,19.7,23.8,12.0,1.0,0.1,2.0
5,2,16.1,21.9,26.9,10.3,0.0,0.04,0.0
5,3,17.5,22.8,27.2,9.8,1.0,0.09,2.0
6,1,19.0,25.4,29.1,11.9,0.0,0.03,0.0
6,2,21.3,25.7,29.7,12.0,1.0,0.12,3.0
6,3,23.8,28.2,32.3,15.0,0.0,0.03,0.0
7,1,24.3,29.2,33.9,16.0,0.0,0.03,0.0
7,2,24.5,29.0,33.2,17.5,0.0,0.01,0.0
7,3,25.5,30.0,34.6,16.2,0.0,0.0,0.0
8,1,24.5,29.6,34.3,15.9,0.0,0.01,0.0
8,2,23.6,28.4,33.3,14.8,0.0,0.0,0.0
8,3,23.3,28.0,33.0,11.5,0.0,0.0,0.0
9,1,22.9,27.1,31.3,14.9,0.0,0.01,0.0
9,2,21.1,25.4,29.7,14.3,1.0,0.09,0.0
9,3,19.5,23.4,27.5,11.4,1.0,0.07,1.0
10,1,17.9,22.1,26.4,11.9,1.0,0.07,0.0
10,2,17.3,21.2,25.3,12.3,0.0,0.03,0.0
10,3,15.5,19.6,23.7,10.1,0.0,0.04,0.0
11,1,15.5,19.2,22.9,10.4,1.0,0.11,1.0
11,2,13.4,17.0,20.1,10.1,3.0,0.29,13.0
11,3,12.4,15.7,18.8,13.5,3.0,0.33,39.0
12,1,10.5,13.8,16.9,14.2,3.0,0.29,26.0
12,2,10.6,13.4,16.4,13.4,4.0,0.37,61.0
12,3,9.3,12.6,15.3,12.6,3.0,0.31,39.0
